deparment,code,discription,rate
DEPARTMENT OF PLASTIC SURGER,P315SU  ,RECONSTRUCTION OF NOSE   LA MINOR                  ,1500              
DEPARTMENT OF PLASTIC SURGER,P316SU  ,RECONSTRUCTION OF NOSE   LA MAJOR                   3000  ,            
DEPARTMENT OF PLASTIC SURGER,P317SU  ,RECONSTRUCTION OF NOSE   GA MINOR                  ,3500              
DEPARTMENT OF PLASTIC SURGER,P318SU  ,RECONSTRUCTION OF NOSE   GA MAJOR                  ,6000              
DEPARTMENT OF PLASTIC SURGER,P319SU  ,POST BURN CONTRACTURE    LA-A                      ,1000              
DEPARTMENT OF PLASTIC SURGER,P320SU  ,POST BURN CONTRACTURE    LA-B                      ,2000              
DEPARTMENT OF PLASTIC SURGER,P321SU  ,POST BURN CONTRACTURE    LA-C                      ,3000              
DEPARTMENT OF PLASTIC SURGER,P322SU  ,POST BURN CONTRACTURE    GA-A                      ,2000              
DEPARTMENT OF PLASTIC SURGER,P323SU  ,POST BURN CONTRACTURE    GA-B                      ,4000              
DEPARTMENT OF PLASTIC SURGER,P324SU  ,POST BURN CONTRACTURE    GA-C                      ,6000              
DEPARTMENT OF PLASTIC SURGER,P325SU  ,HYPOSPADIAS - A                                    ,2000              
DEPARTMENT OF PLASTIC SURGER,P326SU  ,HYPOSPADIAS - B ,                                   4000              
DEPARTMENT OF PLASTIC SURGER,P327SU  ,HYPOSPADIAS - C                                    ,6000              
DEPARTMENT OF PLASTIC SURGER,CODE    ,DESCRIPTION                                        ,RATE              
DEPARTMENT OF PLASTIC SURGER,P350SU  ,BRACHIAL BLOCK                                      ,400              
DEPARTMENT OF PLASTIC SURGER,P351SU  ,ABSCESS DRAINAGE                                    ,600              
DEPARTMENT OF PLASTIC SURGER,P352SU  ,REVISION AMPUTATION(SINGLE)              ,           500              
DEPARTMENT OF PLASTIC SURGER,P353SU  ,REVISION AMPUTATION(MULTIPLE)                      ,2000              
DEPARTMENT OF PLASTIC SURGER,P354SU  ,FINGER TIP INJURY(SUTURING)                        ,1000              
DEPARTMENT OF PLASTIC SURGER,P355SU  ,FINGER TIP INJURY(SSG/FLAP)                        ,1500              
DEPARTMENT OF PLASTIC SURGER,P356SU  ,SKIN LOSS HAND (LOCAL FLAP)                        ,2000              
DEPARTMENT OF PLASTIC SURGER,P357SU  ,SKIN LOSS HAND (REGIONAL FLAP)                     ,3500              
DEPARTMENT OF PLASTIC SURGER,P358SU  ,FRACTURE HAND (SINGLE/MULTIPLE/TRACTION)             500           ,   
DEPARTMENT OF PLASTIC SURGER,P359SU  ,FRACTURE HAND (SINGLE/K-WIRE)                      ,1400              
DEPARTMENT OF PLASTIC SURGER,P360SU  ,FRACTURE HAND (SINGLE/OROF)                        ,2000              
DEPARTMENT OF PLASTIC SURGER,P361SU  ,FRACTURE HAND (MULTIPLE/MANIPULATION,POP)          ,1000              
DEPARTMENT OF PLASTIC SURGER,P362SU  ,FRACTURE HAND (MULTIPLE/KWIRE ,DISTRACTOR)         ,2000              
DEPARTMENT OF PLASTIC SURGER,P363SU  ,FRACTURE HAND (MULTIPLE/ ORIF)                     ,3000              
DEPARTMENT OF PLASTIC SURGER,P364SU  ,TENDON INJURY(SINGLE) LA                           ,1000              
DEPARTMENT OF PLASTIC SURGER,P365SU  ,TENDON INJURY(MULTIPLE)-LA                         ,2500              
DEPARTMENT OF PLASTIC SURGER,P366SU  ,TENDON INJURY(SINGLE/MULTIPLE) GA                  ,3500              
